"プロット タイトル: 21751639"
"#","日付 時間, GMT+03:00","Event, units (LGR S/N: 21751639, SEN S/N: 21751639)","カプラー取り外し (LGR S/N: 21751639)","カプラー取り付け (LGR S/N: 21751639)","ホスト接続 (LGR S/N: 21751639)","ファイルの終わり (LGR S/N: 21751639)"
593,24/04/25 17:03:21,113.4,,,,
594,24/04/25 17:03:33,113.6,,,,
595,24/04/25 17:03:43,113.8,,,,
596,24/04/25 17:03:51,114.0,,,,
597,24/04/25 17:04:01,114.2,,,,
598,24/04/25 17:04:13,114.4,,,,
599,24/04/25 17:04:21,114.6,,,,
600,24/04/25 17:04:31,114.8,,,,
601,24/04/25 17:04:40,115.0,,,,
602,24/04/25 17:04:49,115.2,,,,
603,24/04/25 17:05:02,115.4,,,,
604,24/04/25 17:05:14,115.6,,,,
605,24/04/25 17:05:27,115.8,,,,
606,24/04/25 17:05:44,116.0,,,,
607,24/04/25 17:06:00,116.2,,,,
608,24/04/25 17:06:12,116.4,,,,
609,24/04/25 17:06:26,116.6,,,,
610,24/04/25 17:06:38,116.8,,,,
611,24/04/25 17:06:55,117.0,,,,
612,24/04/25 17:07:12,117.2,,,,
613,24/04/25 17:07:27,117.4,,,,
614,24/04/25 17:07:57,117.6,,,,
615,24/04/25 17:08:22,117.8,,,,
616,24/04/25 17:08:40,118.0,,,,
617,24/04/25 17:09:00,118.2,,,,
618,24/04/25 17:09:23,118.4,,,,
619,24/04/25 17:09:45,118.6,,,,
620,24/04/25 17:10:01,118.8,,,,
621,24/04/25 17:10:14,119.0,,,,
622,24/04/25 17:10:30,119.2,,,,
623,24/04/25 17:10:48,119.4,,,,
624,24/04/25 17:11:05,119.6,,,,
625,24/04/25 17:11:20,119.8,,,,
626,24/04/25 17:11:40,120.0,,,,
627,24/04/25 17:11:57,120.2,,,,
628,24/04/25 17:12:17,120.4,,,,
629,24/04/25 17:12:33,120.6,,,,
630,24/04/25 17:12:51,120.8,,,,
631,24/04/25 17:13:08,121.0,,,,
632,24/04/25 17:13:26,121.2,,,,
633,24/04/25 17:13:46,121.4,,,,
634,24/04/25 17:14:05,121.6,,,,
635,24/04/25 17:14:26,121.8,,,,
636,24/04/25 17:14:41,122.0,,,,
637,24/04/25 17:15:03,122.2,,,,
638,24/04/25 17:15:26,122.4,,,,
639,24/04/25 17:16:06,122.6,,,,
640,24/04/25 17:16:40,122.8,,,,
641,24/04/25 17:17:29,123.0,,,,
642,24/04/25 17:18:20,123.2,,,,
643,24/04/25 17:18:59,123.4,,,,
644,24/04/25 17:19:32,123.6,,,,
645,24/04/25 17:19:56,123.8,,,,
646,24/04/25 17:20:17,124.0,,,,
647,24/04/25 17:20:36,124.2,,,,
648,24/04/25 17:21:13,124.4,,,,
649,24/04/25 17:21:46,124.6,,,,
650,24/04/25 17:22:19,124.8,,,,
651,24/04/25 17:23:02,125.0,,,,
652,24/04/25 17:23:36,125.2,,,,
653,24/04/25 17:24:02,125.4,,,,
654,24/04/25 17:24:22,125.6,,,,
655,24/04/25 17:24:39,125.8,,,,
656,24/04/25 17:24:55,126.0,,,,
657,24/04/25 17:25:15,126.2,,,,
658,24/04/25 17:25:31,126.4,,,,
659,24/04/25 17:25:51,126.6,,,,
660,24/04/25 17:26:06,126.8,,,,
661,24/04/25 17:26:22,127.0,,,,
662,24/04/25 17:26:35,127.2,,,,
663,24/04/25 17:26:53,127.4,,,,
664,24/04/25 17:27:13,127.6,,,,
665,24/04/25 17:27:30,127.8,,,,
666,24/04/25 17:27:46,128.0,,,,
667,24/04/25 17:28:02,128.2,,,,
668,24/04/25 17:28:19,128.4,,,,
669,24/04/25 17:28:39,128.6,,,,
670,24/04/25 17:28:57,128.8,,,,
671,24/04/25 17:29:22,129.0,,,,
672,24/04/25 17:29:39,129.2,,,,
673,24/04/25 17:30:04,129.4,,,,
674,24/04/25 17:30:26,129.6,,,,
675,24/04/25 17:30:52,129.8,,,,
676,24/04/25 17:31:09,130.0,,,,
677,24/04/25 17:31:31,130.2,,,,
678,24/04/25 17:31:49,130.4,,,,
679,24/04/25 17:32:13,130.6,,,,
680,24/04/25 17:32:36,130.8,,,,
681,24/04/25 17:33:08,131.0,,,,
682,24/04/25 17:33:31,131.2,,,,
683,24/04/25 17:34:04,131.4,,,,
684,24/04/25 17:34:34,131.6,,,,
685,24/04/25 17:35:13,131.8,,,,
686,24/04/25 17:36:00,132.0,,,,
687,24/04/25 17:36:46,132.2,,,,
688,24/04/25 17:37:39,132.4,,,,
689,24/04/25 17:38:24,132.6,,,,
690,24/04/25 17:39:14,132.8,,,,
691,24/04/25 17:40:04,133.0,,,,
692,24/04/25 17:40:59,133.2,,,,
693,24/04/25 17:41:42,133.4,,,,
694,24/04/25 17:42:35,133.6,,,,
695,24/04/25 17:43:46,133.8,,,,
696,24/04/25 17:45:13,134.0,,,,
697,24/04/25 17:46:08,134.2,,,,
698,24/04/25 17:47:16,134.4,,,,
699,24/04/25 17:50:41,134.6,,,,
700,24/04/25 18:01:36,134.8,,,,
701,24/04/25 18:06:16,135.0,,,,
702,24/04/25 18:09:11,135.2,,,,
703,24/04/25 18:13:14,135.4,,,,
704,24/04/25 18:17:29,135.6,,,,
705,24/04/25 18:19:47,135.8,,,,
706,24/04/25 18:21:48,136.0,,,,
707,24/04/25 18:23:46,136.2,,,,
708,24/04/25 18:25:49,136.4,,,,
709,24/04/25 18:28:17,136.6,,,,
710,24/04/25 18:31:08,136.8,,,,
711,24/04/25 18:34:03,137.0,,,,
712,24/04/25 18:35:56,137.2,,,,
713,24/04/25 18:38:45,137.4,,,,
714,24/04/25 18:42:41,137.6,,,,
715,24/04/25 18:48:28,137.8,,,,
716,24/04/25 18:52:26,138.0,,,,
717,24/04/25 18:55:33,138.2,,,,
718,24/04/25 18:57:23,138.4,,,,
719,24/04/25 19:01:06,138.6,,,,
720,24/04/25 19:05:20,138.8,,,,
721,24/04/25 19:08:31,139.0,,,,
722,24/04/25 19:11:15,139.2,,,,
723,24/04/25 19:12:59,139.4,,,,
724,24/04/25 19:14:20,139.6,,,,
725,24/04/25 19:15:57,139.8,,,,
726,24/04/25 19:17:06,140.0,,,,
727,24/04/25 19:18:32,140.2,,,,
728,24/04/25 19:19:48,140.4,,,,
729,24/04/25 19:21:38,140.6,,,,
730,24/04/25 19:26:18,140.8,,,,
731,24/04/25 19:28:18,141.0,,,,
732,24/04/25 19:29:38,141.2,,,,
733,24/04/25 19:31:17,141.4,,,,
734,24/04/25 19:33:16,141.6,,,,
735,24/04/25 19:35:25,141.8,,,,
736,24/04/25 19:38:09,142.0,,,,
737,24/04/25 19:42:03,142.2,,,,
738,24/04/25 19:46:25,142.4,,,,
739,24/04/25 19:51:32,142.6,,,,
740,24/04/25 19:59:35,142.8,,,,
741,24/04/25 20:10:29,143.0,,,,
742,24/04/25 20:14:42,143.2,,,,
743,24/04/25 20:18:46,143.4,,,,
744,24/04/25 20:21:11,143.6,,,,
745,24/04/25 20:24:43,143.8,,,,
746,24/04/25 20:29:04,144.0,,,,
747,24/04/25 20:34:29,144.2,,,,
748,24/04/25 20:39:12,144.4,,,,
749,24/04/25 20:44:56,144.6,,,,
750,24/04/25 20:48:44,144.8,,,,
751,24/04/25 20:53:12,145.0,,,,
752,24/04/25 20:55:52,145.2,,,,
753,24/04/25 20:59:04,145.4,,,,
754,24/04/25 21:02:48,145.6,,,,
755,24/04/25 21:13:31,145.8,,,,
756,24/04/25 21:21:48,146.0,,,,
757,24/04/25 21:37:25,146.2,,,,
758,24/04/25 21:53:12,146.4,,,,
759,24/04/25 22:01:23,146.6,,,,
760,24/04/25 22:07:16,146.8,,,,
761,24/04/25 22:15:03,147.0,,,,
762,24/04/25 22:21:40,147.2,,,,
763,24/04/25 22:27:54,147.4,,,,
764,24/04/25 22:32:00,147.6,,,,
765,24/04/25 22:36:35,147.8,,,,
766,24/04/25 22:40:59,148.0,,,,
767,24/04/25 22:45:22,148.2,,,,
768,24/04/25 22:50:19,148.4,,,,
769,24/04/25 22:53:27,148.6,,,,
770,24/04/25 22:56:36,148.8,,,,
771,24/04/25 23:00:07,149.0,,,,
772,24/04/25 23:02:44,149.2,,,,
773,24/04/25 23:05:19,149.4,,,,
774,24/04/25 23:07:54,149.6,,,,
775,24/04/25 23:11:45,149.8,,,,
776,24/04/25 23:18:04,150.0,,,,
777,24/04/25 23:25:54,150.2,,,,
778,24/04/25 23:31:09,150.4,,,,
779,24/04/25 23:37:06,150.6,,,,
780,24/04/25 23:41:47,150.8,,,,
781,24/04/25 23:47:18,151.0,,,,
782,24/04/25 23:51:56,151.2,,,,
783,24/04/26 00:00:37,151.4,,,,
784,24/04/26 00:04:10,151.6,,,,
785,24/04/26 00:11:11,151.8,,,,
786,24/04/26 00:17:56,152.0,,,,
787,24/04/26 00:28:31,152.2,,,,
788,24/04/26 00:35:33,152.4,,,,
789,24/04/26 00:42:17,152.6,,,,
790,24/04/26 00:47:27,152.8,,,,
791,24/04/26 00:55:26,153.0,,,,
792,24/04/26 01:03:05,153.2,,,,
793,24/04/26 01:13:12,153.4,,,,
794,24/04/26 01:24:45,153.6,,,,
795,24/04/26 01:47:52,153.8,,,,
796,24/04/26 02:02:00,154.0,,,,
797,24/04/26 02:21:39,154.2,,,,
798,24/04/26 02:31:49,154.4,,,,
799,24/04/26 02:39:00,154.6,,,,
800,24/04/26 02:49:04,154.8,,,,
801,24/04/26 03:00:29,155.0,,,,
802,24/04/26 04:32:54,155.2,,,,
803,24/04/26 14:19:43,155.4,,,,
804,24/04/26 14:23:54,155.6,,,,
805,24/04/26 14:32:28,155.8,,,,
806,24/04/26 15:26:45,156.0,,,,
807,24/04/26 15:37:46,156.2,,,,
808,24/04/26 15:48:56,156.4,,,,
809,24/04/26 15:53:53,156.6,,,,
810,24/04/26 15:59:01,156.8,,,,
811,24/04/26 16:10:49,157.0,,,,
812,24/04/26 18:20:24,157.2,,,,
813,24/04/26 18:21:14,157.4,,,,
814,24/04/26 18:21:34,157.6,,,,
815,24/04/26 18:22:06,157.8,,,,
816,24/04/26 18:23:36,158.0,,,,
817,24/04/26 18:24:27,158.2,,,,
818,24/04/26 18:27:28,158.4,,,,
819,24/04/26 18:30:33,158.6,,,,
820,24/04/26 18:32:15,158.8,,,,
821,24/04/26 18:33:33,159.0,,,,
822,24/04/26 18:34:35,159.2,,,,
823,24/04/26 18:38:59,159.4,,,,
824,24/04/26 18:44:04,159.6,,,,
825,24/04/26 18:45:53,159.8,,,,
826,24/04/26 18:46:10,160.0,,,,
827,24/04/26 18:46:40,160.2,,,,
828,24/04/26 18:47:01,160.4,,,,
829,24/04/26 18:47:44,160.6,,,,
830,24/04/26 18:49:39,160.8,,,,
831,24/04/26 18:52:38,161.0,,,,
832,24/04/26 18:55:00,161.2,,,,
833,24/04/26 18:56:24,161.4,,,,
834,24/04/26 19:10:04,161.6,,,,
835,24/04/26 19:16:55,161.8,,,,
836,24/04/26 19:21:24,162.0,,,,
837,24/04/26 19:25:19,162.2,,,,
838,24/04/26 19:30:56,162.4,,,,
839,24/04/26 19:34:14,162.6,,,,
840,24/04/26 19:38:17,162.8,,,,
841,24/04/26 19:41:25,163.0,,,,
842,24/04/26 19:43:44,163.2,,,,
843,24/04/26 19:45:59,163.4,,,,
844,24/04/26 19:48:16,163.6,,,,
845,24/04/26 19:50:00,163.8,,,,
846,24/04/26 19:52:05,164.0,,,,
847,24/04/26 19:54:17,164.2,,,,
848,24/04/26 19:56:49,164.4,,,,
849,24/04/26 19:58:42,164.6,,,,
850,24/04/26 20:00:55,164.8,,,,
851,24/04/26 20:02:52,165.0,,,,
852,24/04/26 20:04:41,165.2,,,,
853,24/04/26 20:07:52,165.4,,,,
854,24/04/26 20:10:09,165.6,,,,
855,24/04/26 20:15:10,165.8,,,,
856,24/04/26 20:19:57,166.0,,,,
857,24/04/26 20:25:33,166.2,,,,
858,24/04/26 20:39:48,166.4,,,,
859,24/04/26 21:10:03,166.6,,,,
860,24/04/27 16:50:43,166.8,,,,
861,24/04/27 17:09:17,167.0,,,,
862,24/04/27 17:10:52,167.2,,,,
863,24/04/27 17:11:40,167.4,,,,
864,24/04/27 17:12:23,167.6,,,,
865,24/04/27 17:13:48,167.8,,,,
866,24/04/27 17:14:42,168.0,,,,
867,24/04/27 17:15:32,168.2,,,,
868,24/04/27 17:16:08,168.4,,,,
869,24/04/27 17:17:50,168.6,,,,
870,24/04/27 17:19:12,168.8,,,,
871,24/04/27 17:20:08,169.0,,,,
872,24/04/27 17:21:05,169.2,,,,
873,24/04/27 17:23:22,169.4,,,,
874,24/04/27 17:25:36,169.6,,,,
875,24/04/27 17:27:21,169.8,,,,
876,24/04/27 17:33:01,170.0,,,,
877,24/04/27 17:42:55,170.2,,,,
878,24/04/27 22:33:07,170.4,,,,
879,24/04/28 03:08:09,170.6,,,,
880,24/04/28 18:34:01,170.8,,,,
881,24/04/28 18:47:24,171.0,,,,
882,24/04/28 18:53:14,171.2,,,,
883,24/04/28 18:57:32,171.4,,,,
884,24/04/28 18:59:58,171.6,,,,
885,24/04/28 19:06:00,171.8,,,,
886,24/04/28 20:33:37,172.0,,,,
887,24/04/28 20:40:28,172.2,,,,
888,24/04/28 20:43:26,172.4,,,,
889,24/04/28 20:47:04,172.6,,,,
890,24/04/28 20:50:59,172.8,,,,
891,24/04/28 20:54:28,173.0,,,,
892,24/04/28 20:57:26,173.2,,,,
893,24/04/28 21:00:29,173.4,,,,
894,24/04/28 21:03:12,173.6,,,,
895,24/04/28 21:07:00,173.8,,,,
896,24/04/28 21:10:55,174.0,,,,
897,24/04/28 21:15:56,174.2,,,,
898,24/04/28 21:20:39,174.4,,,,
899,24/04/28 21:26:57,174.6,,,,
900,24/04/28 21:34:44,174.8,,,,
901,24/04/28 21:40:14,175.0,,,,
902,24/04/28 21:46:04,175.2,,,,
903,24/04/28 21:51:25,175.4,,,,
904,24/04/28 21:57:43,175.6,,,,
905,24/04/28 22:04:37,175.8,,,,
906,24/04/28 22:11:17,176.0,,,,
907,24/04/28 22:16:20,176.2,,,,
908,24/04/28 22:22:30,176.4,,,,
909,24/04/28 22:28:34,176.6,,,,
910,24/04/28 22:35:35,176.8,,,,
911,24/04/28 22:44:55,177.0,,,,
912,24/04/28 22:54:46,177.2,,,,
913,24/04/28 23:36:58,177.4,,,,
914,24/04/29 00:34:40,177.6,,,,
915,24/04/29 01:48:53,177.8,,,,
916,24/04/29 15:36:06,178.0,,,,
917,24/04/29 15:36:54,178.2,,,,
918,24/04/29 15:37:51,178.4,,,,
919,24/04/29 15:38:11,178.6,,,,
920,24/04/29 15:38:30,178.8,,,,
921,24/04/29 15:38:47,179.0,,,,
922,24/04/29 15:39:05,179.2,,,,
923,24/04/29 15:39:19,179.4,,,,
924,24/04/29 15:39:39,179.6,,,,
925,24/04/29 15:39:52,179.8,,,,
926,24/04/29 15:40:03,180.0,,,,
927,24/04/29 15:40:16,180.2,,,,
928,24/04/29 15:40:23,180.4,,,,
929,24/04/29 15:40:32,180.6,,,,
930,24/04/29 15:40:37,180.8,,,,
931,24/04/29 15:40:45,181.0,,,,
932,24/04/29 15:40:59,181.2,,,,
933,24/04/29 15:41:17,181.4,,,,
934,24/04/29 15:41:28,181.6,,,,
935,24/04/29 15:41:41,181.8,,,,
936,24/04/29 15:41:54,182.0,,,,
937,24/04/29 15:42:04,182.2,,,,
938,24/04/29 15:42:14,182.4,,,,
939,24/04/29 15:42:23,182.6,,,,
940,24/04/29 15:42:33,182.8,,,,
941,24/04/29 15:42:44,183.0,,,,
942,24/04/29 15:42:51,183.2,,,,
943,24/04/29 15:42:57,183.4,,,,
944,24/04/29 15:43:05,183.6,,,,
945,24/04/29 15:43:12,183.8,,,,
946,24/04/29 15:43:20,184.0,,,,
947,24/04/29 15:43:26,184.2,,,,
948,24/04/29 15:43:32,184.4,,,,
949,24/04/29 15:43:38,184.6,,,,
950,24/04/29 15:43:44,184.8,,,,
951,24/04/29 15:43:52,185.0,,,,
952,24/04/29 15:43:59,185.2,,,,
953,24/04/29 15:44:07,185.4,,,,
954,24/04/29 15:44:16,185.6,,,,
955,24/04/29 15:44:22,185.8,,,,
956,24/04/29 15:44:29,186.0,,,,
957,24/04/29 15:44:39,186.2,,,,
958,24/04/29 15:44:49,186.4,,,,
959,24/04/29 15:44:53,186.6,,,,
960,24/04/29 15:44:59,186.8,,,,
961,24/04/29 15:45:04,187.0,,,,
962,24/04/29 15:45:11,187.2,,,,
963,24/04/29 15:45:17,187.4,,,,
964,24/04/29 15:45:24,187.6,,,,
965,24/04/29 15:45:32,187.8,,,,
966,24/04/29 15:45:40,188.0,,,,
967,24/04/29 15:45:49,188.2,,,,
968,24/04/29 15:46:00,188.4,,,,
969,24/04/29 15:46:10,188.6,,,,
970,24/04/29 15:46:22,188.8,,,,
971,24/04/29 15:46:36,189.0,,,,
972,24/04/29 15:46:51,189.2,,,,
973,24/04/29 15:47:02,189.4,,,,
974,24/04/29 15:47:11,189.6,,,,
975,24/04/29 15:47:22,189.8,,,,
976,24/04/29 15:47:31,190.0,,,,
977,24/04/29 15:47:48,190.2,,,,
978,24/04/29 15:47:58,190.4,,,,
979,24/04/29 15:48:08,190.6,,,,
980,24/04/29 15:48:20,190.8,,,,
981,24/04/29 15:48:35,191.0,,,,
982,24/04/29 15:48:49,191.2,,,,
983,24/04/29 15:49:04,191.4,,,,
984,24/04/29 15:49:19,191.6,,,,
985,24/04/29 15:49:36,191.8,,,,
986,24/04/29 15:49:52,192.0,,,,
987,24/04/29 15:50:13,192.2,,,,
988,24/04/29 15:50:35,192.4,,,,
989,24/04/29 15:50:53,192.6,,,,
990,24/04/29 15:51:20,192.8,,,,
991,24/04/29 15:51:42,193.0,,,,
992,24/04/29 15:52:06,193.2,,,,
993,24/04/29 15:52:43,193.4,,,,
994,24/04/29 15:53:16,193.6,,,,
995,24/04/29 15:53:38,193.8,,,,
996,24/04/29 15:54:25,194.0,,,,
997,24/04/29 15:54:57,194.2,,,,
998,24/04/29 15:55:11,194.4,,,,
999,24/04/29 15:55:36,194.6,,,,
1000,24/04/29 15:55:52,194.8,,,,
1001,24/04/29 15:56:11,195.0,,,,
1002,24/04/29 15:56:31,195.2,,,,
1003,24/04/29 15:56:47,195.4,,,,
1004,24/04/29 15:57:01,195.6,,,,
1005,24/04/29 15:57:12,195.8,,,,
1006,24/04/29 15:57:22,196.0,,,,
1007,24/04/29 15:57:30,196.2,,,,
1008,24/04/29 15:57:37,196.4,,,,
1009,24/04/29 15:57:46,196.6,,,,
1010,24/04/29 15:57:54,196.8,,,,
1011,24/04/29 15:58:01,197.0,,,,
1012,24/04/29 15:58:10,197.2,,,,
1013,24/04/29 15:58:23,197.4,,,,
1014,24/04/29 15:58:33,197.6,,,,
1015,24/04/29 15:58:42,197.8,,,,
1016,24/04/29 15:58:50,198.0,,,,
1017,24/04/29 15:59:03,198.2,,,,
1018,24/04/29 15:59:18,198.4,,,,
1019,24/04/29 15:59:35,198.6,,,,
1020,24/04/29 15:59:49,198.8,,,,
1021,24/04/29 16:00:04,199.0,,,,
1022,24/04/29 16:00:19,199.2,,,,
1023,24/04/29 16:00:36,199.4,,,,
1024,24/04/29 16:00:52,199.6,,,,
1025,24/04/29 16:01:05,199.8,,,,
1026,24/04/29 16:01:19,200.0,,,,
1027,24/04/29 16:01:33,200.2,,,,
1028,24/04/29 16:01:38,200.4,,,,
1029,24/04/29 16:01:45,200.6,,,,
1030,24/04/29 16:01:54,200.8,,,,
1031,24/04/29 16:02:17,201.0,,,,
1032,24/04/29 16:02:28,201.2,,,,
1033,24/04/29 16:02:33,201.4,,,,
1034,24/04/29 16:02:46,201.6,,,,
1035,24/04/29 16:02:54,201.8,,,,
1036,24/04/29 16:03:04,202.0,,,,
1037,24/04/29 16:03:15,202.2,,,,
1038,24/04/29 16:03:25,202.4,,,,
1039,24/04/29 16:03:34,202.6,,,,
1040,24/04/29 16:03:42,202.8,,,,
1041,24/04/29 16:03:54,203.0,,,,
1042,24/04/29 16:04:06,203.2,,,,
1043,24/04/29 16:04:23,203.4,,,,
1044,24/04/29 16:04:35,203.6,,,,
1045,24/04/29 16:04:44,203.8,,,,
1046,24/04/29 16:04:56,204.0,,,,
1047,24/04/29 16:05:05,204.2,,,,
1048,24/04/29 16:05:13,204.4,,,,
1049,24/04/29 16:05:21,204.6,,,,
1050,24/04/29 16:05:27,204.8,,,,
1051,24/04/29 16:05:37,205.0,,,,
1052,24/04/29 16:05:49,205.2,,,,
1053,24/04/29 16:05:57,205.4,,,,
1054,24/04/29 16:06:09,205.6,,,,
1055,24/04/29 16:06:14,205.8,,,,
1056,24/04/29 16:06:19,206.0,,,,
1057,24/04/29 16:06:27,206.2,,,,
1058,24/04/29 16:06:33,206.4,,,,
1059,24/04/29 16:06:39,206.6,,,,
1060,24/04/29 16:06:45,206.8,,,,
1061,24/04/29 16:06:52,207.0,,,,
1062,24/04/29 16:07:00,207.2,,,,
1063,24/04/29 16:07:07,207.4,,,,
1064,24/04/29 16:07:14,207.6,,,,
1065,24/04/29 16:07:21,207.8,,,,
1066,24/04/29 16:07:30,208.0,,,,
1067,24/04/29 16:07:40,208.2,,,,
1068,24/04/29 16:07:47,208.4,,,,
1069,24/04/29 16:07:53,208.6,,,,
1070,24/04/29 16:08:03,208.8,,,,
1071,24/04/29 16:08:12,209.0,,,,
1072,24/04/29 16:08:21,209.2,,,,
1073,24/04/29 16:08:27,209.4,,,,
1074,24/04/29 16:08:33,209.6,,,,
1075,24/04/29 16:08:39,209.8,,,,
1076,24/04/29 16:08:45,210.0,,,,
1077,24/04/29 16:08:57,210.2,,,,
1078,24/04/29 16:09:17,210.4,,,,
1079,24/04/29 16:09:54,210.6,,,,
1080,24/04/29 16:11:27,210.8,,,,
1081,24/04/29 16:12:35,211.0,,,,
1082,24/04/29 16:13:05,211.2,,,,
1083,24/04/29 16:13:43,211.4,,,,
1084,24/04/29 16:14:35,211.6,,,,
1085,24/04/29 16:15:22,211.8,,,,
1086,24/04/29 16:16:01,212.0,,,,
1087,24/04/29 16:16:46,212.2,,,,
1088,24/04/29 16:17:16,212.4,,,,
1089,24/04/29 16:17:36,212.6,,,,
1090,24/04/29 16:17:50,212.8,,,,
1091,24/04/29 16:18:20,213.0,,,,
1092,24/04/29 16:18:45,213.2,,,,
1093,24/04/29 16:19:05,213.4,,,,
1094,24/04/29 16:19:24,213.6,,,,
1095,24/04/29 16:19:38,213.8,,,,
1096,24/04/29 16:19:53,214.0,,,,
1097,24/04/29 16:20:03,214.2,,,,
1098,24/04/29 16:20:16,214.4,,,,
1099,24/04/29 16:20:31,214.6,,,,
1100,24/04/29 16:20:40,214.8,,,,
1101,24/04/29 16:20:49,215.0,,,,
1102,24/04/29 16:20:58,215.2,,,,
1103,24/04/29 16:21:10,215.4,,,,
1104,24/04/29 16:21:22,215.6,,,,
1105,24/04/29 16:21:38,215.8,,,,
1106,24/04/29 16:21:49,216.0,,,,
1107,24/04/29 16:22:05,216.2,,,,
1108,24/04/29 16:22:30,216.4,,,,
1109,24/04/29 16:22:45,216.6,,,,
1110,24/04/29 16:22:59,216.8,,,,
1111,24/04/29 16:23:24,217.0,,,,
1112,24/04/29 16:23:56,217.2,,,,
1113,24/04/29 16:24:15,217.4,,,,
1114,24/04/29 16:24:34,217.6,,,,
1115,24/04/29 16:25:05,217.8,,,,
1116,24/04/29 16:25:10,218.0,,,,
1117,24/04/29 16:25:20,218.2,,,,
1118,24/04/29 16:25:32,218.4,,,,
1119,24/04/29 16:25:47,218.6,,,,
1120,24/04/29 16:26:01,218.8,,,,
1121,24/04/29 16:27:03,219.0,,,,
1122,24/04/29 16:27:47,219.2,,,,
1123,24/04/29 16:28:12,219.4,,,,
1124,24/04/29 16:28:41,219.6,,,,
1125,24/04/29 16:28:55,219.8,,,,
1126,24/04/29 16:29:07,220.0,,,,
1127,24/04/29 16:29:25,220.2,,,,
1128,24/04/29 16:29:35,220.4,,,,
1129,24/04/29 16:29:48,220.6,,,,
1130,24/04/29 16:30:19,220.8,,,,
1131,24/04/29 16:30:49,221.0,,,,
1132,24/04/29 16:31:13,221.2,,,,
1133,24/04/29 16:31:32,221.4,,,,
1134,24/04/29 16:31:45,221.6,,,,
1135,24/04/29 16:31:53,221.8,,,,
1136,24/04/29 16:31:59,222.0,,,,
1137,24/04/29 16:32:07,222.2,,,,
1138,24/04/29 16:32:13,222.4,,,,
1139,24/04/29 16:32:21,222.6,,,,
1140,24/04/29 16:32:27,222.8,,,,
1141,24/04/29 16:32:33,223.0,,,,
1142,24/04/29 16:32:40,223.2,,,,
1143,24/04/29 16:32:47,223.4,,,,
1144,24/04/29 16:32:53,223.6,,,,
1145,24/04/29 16:32:59,223.8,,,,
1146,24/04/29 16:33:05,224.0,,,,
1147,24/04/29 16:33:12,224.2,,,,
1148,24/04/29 16:33:20,224.4,,,,
1149,24/04/29 16:33:25,224.6,,,,
1150,24/04/29 16:33:36,224.8,,,,
1151,24/04/29 16:33:44,225.0,,,,
1152,24/04/29 16:33:55,225.2,,,,
1153,24/04/29 16:34:10,225.4,,,,
1154,24/04/29 16:34:19,225.6,,,,
1155,24/04/29 16:34:25,225.8,,,,
1156,24/04/29 16:34:32,226.0,,,,
1157,24/04/29 16:34:38,226.2,,,,
1158,24/04/29 16:34:45,226.4,,,,
1159,24/04/29 16:34:50,226.6,,,,
1160,24/04/29 16:34:55,226.8,,,,
1161,24/04/29 16:35:00,227.0,,,,
1162,24/04/29 16:35:06,227.2,,,,
1163,24/04/29 16:35:14,227.4,,,,
1164,24/04/29 16:35:23,227.6,,,,
1165,24/04/29 16:35:31,227.8,,,,
1166,24/04/29 16:35:42,228.0,,,,
1167,24/04/29 16:35:52,228.2,,,,
1168,24/04/29 16:36:00,228.4,,,,
1169,24/04/29 16:36:09,228.6,,,,
1170,24/04/29 16:36:31,228.8,,,,
1171,24/04/29 16:36:45,229.0,,,,
1172,24/04/29 16:37:04,229.2,,,,
1173,24/04/29 16:37:28,229.4,,,,
1174,24/04/29 16:37:53,229.6,,,,
1175,24/04/29 16:38:19,229.8,,,,
1176,24/04/29 16:38:46,230.0,,,,
1177,24/04/29 16:39:07,230.2,,,,
1178,24/04/29 16:39:36,230.4,,,,
1179,24/04/29 16:40:57,230.6,,,,
1180,24/04/29 16:48:03,230.8,,,,
1181,24/04/30 03:04:39,231.0,,,,
1182,24/04/30 03:11:25,231.2,,,,
1183,24/04/30 06:34:29,231.4,,,,
1184,24/04/30 16:31:55,231.6,,,,
1185,24/04/30 16:32:31,231.8,,,,
1186,24/04/30 16:32:55,232.0,,,,
1187,24/04/30 16:33:40,232.2,,,,
1188,24/04/30 16:34:12,232.4,,,,
1189,24/04/30 16:34:30,232.6,,,,
1190,24/04/30 16:34:50,232.8,,,,
1191,24/04/30 16:35:17,233.0,,,,
1192,24/04/30 16:35:33,233.2,,,,
1193,24/04/30 16:35:51,233.4,,,,
1194,24/04/30 16:36:13,233.6,,,,
1195,24/04/30 16:36:30,233.8,,,,
1196,24/04/30 16:36:49,234.0,,,,
1197,24/04/30 16:37:19,234.2,,,,
1198,24/04/30 16:38:07,234.4,,,,
1199,24/04/30 16:40:45,234.6,,,,
1200,24/05/01 01:26:31,234.8,,,,
1201,24/05/01 03:31:30,235.0,,,,
1202,24/05/01 10:11:41,235.2,,,,
1203,24/05/01 10:13:09,,,記録,記録,
1204,24/05/01 10:13:15,235.2,,,記録,記録
